Kodas,Pavadinimas,Aprašas,"Pagrindinės užduotys","Būdingos kompetencijos"
821901,"Metalinių gaminių surinkėjas","Atsako už metalinių gaminių surinkimą ir paruošimą tolesniam apdorojimui. Naudoja specialius įrankius, mašinas ir technologijas, kad sukurtų įvairius metalinius gaminius, pvz., žaislus, baldus, laiptus ir kt.","• skaito ir analizuoja brėžinius ir instrukcijas;• apdoroja metalinius paviršius, kad jie taptų tinkami surinkti ir apdoroti;• atlieka matavimus ir ženklina metalinius elementus, kad jie būtų teisingai sujungti;• surenka ir sujungia metalinius elementus, naudodamas plaktukus, verpstes, krumpliaratį, stakles ir kitus įrankius;• patikrina, ar visi elementai yra teisingai sujungti ir surinkti ir veikia teisingai;• padengia gaminį apsauginiu sluoksniu, kad jis būtų apsaugotas nuo korozijos. ","• nagrinėti ir suprasti brėžinius, schemas ir kitus techninius dokumentus;• tikrinti produkto dalių kokybę prieš surenkant produktą;• pritvirtinti sudedamąsias dalis;• naudoti įvairius rankinius ir elektrinius įrankius;• analizuoti problemas ir jas spręsti;• laikytis darbo saugos taisyklių."
821902,"Plastikinių gaminių surinkėjas","Nagrinėja plastikinių gaminių brėžinius, schemas ar techninę dokumentaciją ir laikydamasis tiksliai apibrėžtų procedūrų ir instrukcijų surenka plastikinius gaminius bei tikrina jų kokybę.","• parenka gaminiui surinkti reikiamas medžiagas ir reikalingus įrankius pagal pateiktas specifikacijas;• prižiūri ir valdo surinkimo procesą, remdamasis technologiniais reikalavimais ir instrukcijomis;• surenka plastikines gaminio dalis arba produkto komplektus ir patikrina surinktų gaminių kokybę pagal nustatytus parametrus;• atlieka nesudėtingus surinkimo įrangos taisymo ir priežiūros darbus;• laiku ir kokybiškai atlieka savo darbą;• laikosi darbo saugos taisyklių. ","• naudoti gamybos įrangą, įrankius ir priemones;• laikytis technologinių instrukcijų, nustatytų procedūrų ir reikalavimų;• sujungti ir sumontuoti plastikines dalis;• surinkti plastikinius gaminius ir jų dalis;• tikrinti produktų kokybę, laikantis kokybės standartų ir specifikacijų."
821903,"Guminių gaminių surinkėjas","Surenka ir sumontuoja įvairius gaminius iš gumos. Naudoja rankinius ir elektrinius įrankius, kad galėtų išpjauti, suformuoti ir sujungti įvairias dalis į vieną visumą. Atlieka gaminių kokybės kontrolę.","• parenka surinkti reikiamas medžiagas ir reikalingus įrankius pagal pateiktas specifikacijas;• prižiūri ir valdo surinkimo procesą, remdamasis technologiniais reikalavimais ir instrukcijomis;• sujungia ar surenka guminio gaminio dalis, naudodamas įvairias technologijas, ir atlieka kokybės kontrolę;• suformuoja įvairius guminius gaminius, naudodamas įvairius formavimo būdus, pvz., formavimo mašinas ar rankinius formavimo įrankius;• atlieka nesudėtingus gamybos įrangos taisymo ir priežiūros darbus;• laikosi darbo saugos taisyklių. ","• analizuoti brėžinius ir techninius projektus;• dirbti su įvairiomis gamybos įrangos priemonėmis ir įrankiais;• surinkti guminius gaminius ir jų dalis;• laikytis technologinių instrukcijų, nustatytų procedūrų ir reikalavimų;• užtikrinti, kad darbai būtų atlikti laiku ir kokybiškai."
821904,"Padangų montuotojas","Balansuoja, montuoja, taiso ir keičia transporto priemonių padangas. Dirba su specializuota padangų keitimo ir balansavimo įranga ir užtikrina, kad atliktas darbas atitiktų saugos taisykles ir standartus.","• montuoja, balansuoja ir keičia automobilių, sunkvežimių ir kitų transporto priemonių padangas;• atlieka padangų remontą, keičia padangų ventilius ir užtaiso padangų defektus;• atlieka padangų būklės ir defektų diagnozę, naudodamas specializuotą įrangą, nustato defektus ir taiso nusidėvėjusias ir sugadintas padangas vulkanizuodamas ar kitu būdu;• dirba su specializuota padangų keitimo ir balansavimo įranga;• laikosi darbo saugos taisyklių. ","• dirbti su įrankiais ir specializuota įranga;• apžiūrėti dėvėtas padangas;• subalansuoti padangas;• tikrinti pataisytas padangas;• atlikti darbus pagal nustatytas taisykles ir saugumo reikalavimus;• laikytis darbo saugos taisyklių."
821905,"Medinių gaminių surinkėjas","Komplektuoja gaminius iš paruoštų medžio gabalų. Naudoja mašinas, dažnai hidraulines, sujungiančias įvairius gaminio elementus, taip pat naudoja jungtis, klijus ar kitas tvirtinimo detales ir rankinius bei elektrinius įrankius.","• surenka ir sumontuoja medines gaminio detales pagal brėžinius ir instrukcijas;• patikrina gaminio dalių kokybę ir tinkamumą, naudodamas specializuotas priemones;• naudoja rankinius ir elektrinius įrankius, • sujungia medines gaminio dalis bei elementus ir sukuria stabilias jungtis;• užtikrina, kad gaminys atitiktų reikiamus kokybės ir matmenų standartus;• laikosi darbo saugos taisyklių. ","• analizuoti brėžinius ir techninius projektus;• saugiai ir tvarkingai naudoti gamybos įrangą ir priemones;• laikytis technologinių instrukcijų, nustatytų procedūrų ir reikalavimų;• dirbti su įvairiomis gamybos įrangos priemonėmis ir įrankiais;• surinkti medinius gaminius ir jų dalis;• užtikrinti, kad darbai būtų atlikti laiku ir kokybiškai."
821906,"Odinių gaminių surinkėjas","Atlieka odinių gaminių montavimo ir surinkimo darbus, naudodamas specializuotus įrankius, įrangą ir mašinas. Sujungia dalis ir elementus stabiliomis jungtimis ir sukuria gaminius.","• surenka ir sumontuoja odines gaminių detales pagal brėžinius ir instrukcijas;• naudoja odos gabalų formavimo priemones, siekdamas suteikti formą gaminiams;• užtikrina, kad gaminys atitiktų reikiamus kokybės ir matmenų standartus;• naudoja specializuotus įrankius ir mašinas odinėms dalims sujungti;• patikrina odinių dalių kokybę ir tinkamumą, naudodamas specializuotas priemones;• laikosi darbo saugos taisyklių ir higienos normų reikalavimų. ","• analizuoti brėžinius ir techninius projektus;• dirbti su įvairiomis gamybos įrangos priemonėmis ir įrankiais;• surinkti odinius gaminius ir jų dalis.• dirbti laikantis technologinių instrukcijų, nustatytų procedūrų ir reikalavimų;• tikrinti produktų kokybę."
821907,"Kartoninių gaminių surinkėjas","Atlieka kartoninių gaminių montavimo darbus. Surenka ir montuoja kartonines dėžes, rinkinius, pakavimo medžiagas ir kitus panašius gaminius.","• nagrinėja kartoninių gaminių brėžinius, schemas, surinkimo instrukcijas ir techninius dokumentus;• surenka kartoninius gaminius ir pakuotes ir tikrina jų kokybę pagal pateiktus brėžinius ir instrukcijas; • naudoja specializuotus įrankius ir mašinas, sujungdamas kartonines dalis ir elementus;• stebi ir kontroliuoja darbo procesą;• laikosi darbo saugos taisyklių ir higienos normų reikalavimų. ","• naudoti rankinius įrankius, įskaitant ašmenis, peilius, skales ir kitus montavimo įrankius;• nusimanyti apie montavimo procesą, produkto schemas ir instrukcijas;• gebėti tvarkingai ir kokybiškai atlikti surinkimo darbus;• tikrinti gaminių kokybę ir šalinti defektus;• užtikrinti, kad darbai būtų atlikti laiku ir kokybiškai;• laikytis darbo saugos taisyklių."
821908,"Tekstilės gaminių surinkėjas","Surenka tekstilės gaminius, tikrina jų kokybę ir pakuoja pagal pateiktus brėžinius ir instrukcijas. Nagrinėja tekstilės gaminių brėžinius, schemas, surinkimo instrukcijas ir techninę dokumentaciją.","• valdo gaminių surinkimo procesą ir užtikrina, kad produktai atitiktų reikalavimus ir specifikacijas;• surenka tekstilės gaminių dalis ir jas sujungia pagal numatytą schemą;• patikrina pagamintus gaminius ir užtikrina, kad jie atitiktų kokybės standartus;• naudoja specializuotus įrankius ir mašinas, kuriais sujungia tekstilės gaminių dalis bei elementus ir sukuria gaminius;• laikosi darbo saugos taisyklių ir higienos normų reikalavimų. ","• naudoti rankinius ir elektrinius įrankius ir įrangą, skirtą tekstilės gaminiams surinkti;• nusimanyti apie montavimo procesą, produkto schemas ir instrukcijas;• sugebėti tvarkingai ir tiksliai atlikti surinkimo darbus;• tikrinti gaminių kokybę ir šalinti defektus;• užtikrinti, kad darbai būtų atlikti laiku ir kokybiškai;• laikytis darbo saugos taisyklių."
821909,"Mišrios sudėties gaminių surinkėjas","Surenka mišrios sudėties gaminius, sudarytus iš įvairių medžiagų, įskaitant plastiką, metalą, tekstilę ir kt., ir tikrina jų kokybę pagal pateiktus brėžinius ir specifikacijas.","• nagrinėja mišrios sudėties gaminių brėžinius, technines specifikacijas ir instrukcijas;• surenka mišrios sudėties gaminių dalis ir jas sujungia pagal numatytą schemą;• patikrina surinktus gaminius ir užtikrina, kad jie atitiktų kokybės standartus ir specifikacijas;• atlieka mišrios sudėties gaminių surinkimo ir ardymo darbus;• naudoja matavimo įrankius ir kontrolės prietaisus;• nustato gaminių defektus ir pagal galimybę juos pašalina;• laikosi darbo saugos taisyklių. ","• naudoti matavimo ir kitus įrankius ir įrangą, skirtus gaminiams surinkti;• nusimanyti apie montavimo procesą, produkto schemą ir instrukcijas;• gebėti tvarkingai ir preciziškai atlikti surinkimo darbus;• tikrinti gaminių kokybę ir šalinti defektus;• laikytis darbo saugos taisyklių."
821990,"Kiti kitur nepriskirti surinkėjai","Kiti kitur nepriskirti surinkėjai, kurie neišvardyti 8219 pogrupyje „Kitur nepriskirti surinkėjai“ ir kurie surenka įvairių gaminių dalis, išskyrus elektronines, elektrines ar mechanines, pagal griežtai nustatytas procedūras.","• surenka ir jungia dalis į gaminius, gaminių komponentus ar struktūras, naudodami rankinius ar elektrinius įrankius, litavimo ir mikroskopinio suvirinimo įrangą; • nagrinėja darbų užsakymus, technines sąlygas, diagramas ir brėžinius, siekdami nustatyti, kokių medžiagų reikės, ir išsiaiškina surinkimo nurodymus; • registruoja gamybos ir darbo duomenis;• nustato gaminių defektus ir pagal galimybę juos pašalina;• naudoja matavimo įrankius ir kontrolės prietaisus;• atmeta brokuotas gaminių dalių. ","• naudoti matavimo ir kitus įrankius ar įrangą, skirtus gaminiams surinkti;• suprasti montavimo procesą;• nagrinėti gaminio schemas ir instrukcijas ir tvarkingai bei preciziškai atlikti surinkimo darbus;• tikrinti gaminių kokybę ir šalinti defektus;• laikytis darbo saugos taisyklių."
831101,"Traukinio mašinistas","Valdo traukinius, teikiančius keleivių arba krovinių vežimo paslaugas. Atsako už saugų traukinio valdymą ir saugą.","• valdo lokomotyvą ar traukinį ir laikosi kelionės tvarkaraščių bei geležinkelio eismo taisyklių reikalavimų;• atlieka patikras prieš kelionę, įskaitant lokomotyvo ir traukinio mechaninių ir elektroninių sistemų patikrą, taip pat užtikrina, kad reikiama įranga ir priežiūros įrankiai yra paruošti kelionės metu;• bendrauja su stoties operatoriais ir kitais traukinių eismo darbuotojais;• reaguoja į kelionės metu kilusias problemas ir įvykius, tokius kaip avarijos ir kt.;• bendrauja su kontrolinėmis stotimis;• pildo būtinus dokumentus ir ataskaitas, susijusias su kelione. ","• saugiai valdyti lokomotyvą ar traukinį;• vadovauti traukinio brigadai;• atlikti būtinas traukinio dalių ir įrenginių patikras;• bendradarbiauti su kitais traukinių eismo dalyviais;• greitai reaguoti į neatitiktis kelionės metu ir priimti skubius sprendimus;• rengti darbo ataskaitas."
831102,"Traukinio mašinisto padėjėjas","Padeda traukinio mašinistui valdyti traukinį, atlikti techninę priežiūrą ir atskirų traukinio įrangos dalių remontą, taip pat atlieka reikiamas saugumo procedūras, patikras ir bendrauja su keleiviais.","• padeda traukinio mašinistui valdyti traukinį;• atsako už traukinio techninę priežiūrą, degalų ir vandens lygio stebėjimą ir reikiamų įrankių bei reikmenų prižiūrą;• padeda atlikti patikras prieš kelionę, įskaitant lokomotyvo ir traukinio mechaninių ir elektroninių sistemų patikrą, taip pat užtikrina, kad reikiama įranga, priežiūros įrankiai būtų paruošti kelionės metu;• atlieka reikiamas saugumo procedūras ir užtikrina keleivių ir krovinio saugumą;• bendrauja su keleiviais ir informuoja juos apie traukinio maršrutą, tvarkaraštį, vėlavimą ir kitus svarbius dalykus. ","• sugebėti greitai spręsti problemas;• padėti mašinistui saugiai valdyti lokomotyvą ir traukinį ir atlikti būtinas patikras;• bendradarbiauti su kitais traukinių eismo darbuotojais;• atlikti saugumo procedūras;• reaguoti į neatitiktis kelionės metu ir padėti priimti sprendimus."
831103,"Geležinkelio mašinų mašinistas (mašinisto padėjėjas)","Padeda valdyti traukinius ir kitas geležinkelio transporto priemones. Atlieka priežiūros ir remonto darbus, rūpinasi saugumu ir tvarka kelionės metu, taip pat bendradarbiauja su kitais darbuotojais, kad užtikrintų efektyvią geležinkelio transporto veiklą.","• atlieka traukinio priežiūrą ir techninio aprūpinimo darbus;• vykdo remonto darbus geležinkelio transporto priemonėse ir prikabinamuose vagonuose;• rūpinasi tvarka ir saugumu kelionės metu;• patikrina, kad visi reikalingi dokumentai ir leidimai būtų tinkami;• koordinuoja veiklą su kitais geležinkelio transporto darbuotojais, pvz., kontrolės operatoriais, dispečeriais ir kitais mašinistais;• eksplotuoja traukinius, vadovaudamasis darbo saugos, priešgaisrinės ir sveikatos apsaugos, apsaugos nuo elektros reikalavimais, geležinkelio eismo taisyklėmis. ","• suprasti ir laikytis saugumo taisyklių ir procedūrų;• atlikti techninę priežiūrą ir remontą;• greitai priimti sprendimus;• rūpintis saugumu;• bendradarbiauti su kitais traukinių eismo darbuotojais."
831190,"Kiti lokomotyvų mašinistai","Kiti lokomotyvų mašinistai, kurie neišvardyti 8311 pogrupyje „Lokomotyvų mašinistai“ ir kurie valdo arba padeda valdyti keleivinių ir prekinių traukinių lokomotyvus.","• valdo garvežius, elektrovežius, dyzelinius ir elektrovežių lokomotyvus ar teikia pagalbą juos valdant;• valdo keleivinius traukinius, rūpinasi keleivių pervežimu;• valdo traukiančius vagonėlius kasyklose, akmens skaldyklose ar karjeruose;• valdo ryšių sistemas, palaikydami ryšį su traukinio įgula ir eismo kontrolieriais, siekdami užtikrinti saugų traukinių eksploatavimą ir eismo tvarkaraštį;• stebi pavojus kelyje ir reaguoja į perspėjimo signalus;• rūpinasi tvarka, saugumu ir efektyvumu kelionės metu. ","• saugiai valdyti lokomotyvą ir traukinį ir atlikti būtinas patikras;• atlikti techninę priežiūrą ir remontą;• bendradarbiauti su kitais traukinių eismo darbuotojais;• greitai reaguoti į neatitiktis kelionės metu ir priimti sprendimus skubiose situacijose;• rengti krovinių vežimo ataskaitas."
831201,"Geležinkelio transporto priežiūros darbuotojas","Atsako už geležinkelio bėgių, signalizacijos ir kitų sistemų priežiūrą, tvarkymą ir atnaujinimą. Užtikrina, kad visos geležinkelio infrastruktūros dalys veiktų tinkamai ir laiku.","• patikrina geležinkelio kelių būklę, nustato defektus ir atlieka reikiamus remonto darbus;• remontuoja ir keičia geležinkelio kelių dalis, signalizacijos ir kitas reikiamas sistemas;• kontroliuoja geležinkelio eismo saugumą ir užtikrina, kad būtų laikomasi visų reikiamų saugos taisyklių;• dirba su įvairiais įrankiais ir techninėmis priemonėmis, pvz., suvirinimo įrankiais, keltuvais ir kt.;• atlieka reguliarias patikras ir priežiūros darbus, kad būtų išvengta nenumatytų gedimų. ","• atlikti geležinkelio bėgių ir kitų geležinkelio sistemų remontą; • spręsti technines problemas, kad būtų išvengta galimai pavojingų ir rizikingų situacijų;• atlikti patikros darbus;• dirbti su skirtingais techniniais įrankiais ir įrenginiais;• reaguoti į gedimus, dirbti greitai ir efektyviai;• bendradarbiauti su kolegomis ir vadovais."
831202,"Vyresnysis ratstabdininkas","Atsako už prekinių traukinių saugumą kelionės metu, saugiai ratstabdžiais stabdo vagonus, suformuoja ir išformuoja traukinių sąstatus krovinių gabenimo stotyse ir įtvirtina vagonus bei traukinius stoties keliuose. Užtikrina, kad visos transporto priemonės būtų saugios ir atitiktų visus reikiamus saugos standartus.","• atlieka reguliarią patikrą ir priežiūrą, kad būtų išvengta transporto priemonių gedimų;• įvertina vagonų riedėjimo savybes, kelių planus ir profilius, oro sąlygas ir kitus veiksnius, lemiančius stabdymo parametrus;• atlieka stabdymo sistemos diagnostiką, nustato defektus ir atlieka reikiamus remonto darbus;• keičia stabdymo sistemos dalis, atnaujina reikiamas sistemas ir įdiegia naujas technologijas;• teikia rekomendacijas, kaip pagerinti stabdymo sistemų efektyvumą;• užtikrina, kad visos transporto priemonės atitiktų visus reikiamus saugos standartus. ","• gebėti spręsti technines problemas;• atlikti stabdymo sistemos diagnostiką ir remonto darbus;• dirbti su skirtingais techniniais įrankiais ir įrenginiais;• prisiimti atsakomybę, kad būtų išvengta galimai pavojingų ir rizikingų situacijų;• reaguoti į gedimus ir priimti sprendimus, darbus atlikti greitai ir efektyviai;• naudoti naujausias technologijas, susijusias su stabdymo sistemomis."
831203,Iešmininkas,"Valdo ir prižiūri geležinkelio stočių, pramonės įmonių geležinkelio punktų, metro linijų iešmus. Perjungia ir fiksuoja rankinius iešmus, atvykstant, išvykstant ir manevruojant traukiniams. Prižiūri ir valo iešmus, kad jie negestų.","• perjungia rankinius iešmus, atvykstant ir išvykstant traukiniams, siekdamas užtikrinti teisingą kryptį ir optimalų traukinio judėjimą;• fiksuoja rankinius iešmus, kad būtų užtikrinta teisinga kryptis ir traukinio sauga;• prižiūri rankinius iešmus, kad būtų užtikrintas jų veikimas ir kokybė;• dirba pagal tvarkaraštį ir bendrauja su kitais geležinkelio darbuotojais, siekdamas užtikrinti sklandų traukinių eismą;• laikosi visų darbo saugos taisyklių ir instrukcijų. ","• suprasti ir laikytis saugumo taisyklių ir instrukcijų;• atlikti mechaninius darbus ir remontuoti sugedusias dalis;• bendradarbiauti su kolegomis;• reaguoti į iškilusias problemas ir priimti spendimus;• užtikrinti saugų rankinių iešmų perjungimą."
831204,"Geležinkelio signalizuotojas","Užtikrina saugų traukinių eismą geležinkelio sistemoje ir perduoda informaciją apie geležinkelio eismo situaciją, vadovaudamasis geležinkelio signalizacijos sistemos priemonėmis ir taisyklėmis.","• stebi traukinių judėjimą ir praneša traukinio mašinistui, kada stabdyti ar judėti į priekį, taip užtikrindamas saugų traukinių eismą;• stebi geležinkelio linijų būklę ir signalizacijos sistemų veikimą, kad būtų galima laiku reaguoti į bet kokius gedimus ar pažeidimus;• stato kilnojamuosius signalinius ženklus ir informuoja apie geležinkelio kelio darbus;• bendrauja su kitais signalizuotojais ir operatoriais, kad būtų koordinuojamas traukinių eismas, laikomasi tvarkaraščių ir užtikrinama saugos ir efektyvumo pusiausvyra;• informuoja vadovaujančius asmenis apie pastebėtus veikos nesklandumus, gedimus, defektus, avarines ir eismo saugumui pavojingas situacijas.• užtikrina darbo saugos, priešgaisrinės ir sveikatos apsaugos, apsaugos nuo elektros reikalavimų, signalizacijos ir eismo taisyklių laikymąsi. ","• išmanyti geležinkelio transporto sistemą, signalizacijos technologijas ir būtinas saugos procedūras;• greitai reaguoti į besikeičiančias situacijas;• dirbti komandoje ir prisiimti atsakomybę;• naudoti techninius įrenginius ir įrankius, padedančius stebėti ir palaikyti signalizacijos sistemų veikimą;• informuoti vadovus apie pavojingas situacijas."
831205,"Geležinkelio montuotojas","Atlieka geležinkelio infrastruktūros montavimo, priežiūros ir remonto darbus. Valdo techninę įrangą ir įrankius, prižiūri darbo vietą, laikosi darbo saugos taisyklių ir kokybės standartų reikalavimų.","• montuoja geležinkelio linijas, tiltus, tunelius, stotis ir kitus infrastruktūros elementus;• taiso ar keičia sugedusias ar neveikiančias dalis ir įrangą;• patikrina ir prižiūri geležinkelio linijas, atlieka remonto darbus;• konsultuoja ir bendrauja su klientais, projektų vadovais ir kitais specialistais;• rengia technines instrukcijas ir dokumentus;• laikosi darbo saugos taisyklių ir kokybės standartų. ","• atlikti geležinkelio linijų remonto darbus;• dirbti komandoje ir prisiimti atsakomybę;• turėti žinių apie geležinkelio transporto sistemą, signalizacijos technologijas ir būtinas saugos procedūras;• naudoti techninius įrenginius ir įrankius, padedančius stebėti ir palaikyti signalizacijos sistemų veikimą;• dirbti greitai ir atsakingai."
831206,"Sąstatų formuotojas","Formuoja ir išformuoja traukinių sąstatus bei vagonų grupes. Vadovauja vagonų prikabinimui prie tranzitinių traukinių ar atkabinimui nuo jų, siunčia sąstatus iš vienos stoties į kitą. Atsako už traukinių sąstato sudarymą ir jų judėjimo koordinavimą traukinių stotyse ar laikinoje statyboje esančioje geležinkelio teritorijoje.","• koordinuoja traukinių judėjimą geležinkelio stotyse ar laikinoje statyboje esančioje teritorijoje;• sudaro traukinių sąstato planus, kuriuos reikia atnaujinti, kai vagonai pridedami ar nukabinami;• formuoja vagonų grupes ir prižiūri jų judėjimą;• perveža vagonus į krovos kelius, vadovauja manevravimo darbams, rankiniam iešmų pervedimui;• atsako už saugų traukinių eismą ir užtikrina, kad būtų laikomasi saugos taisyklių. ","• bendradarbiauti su kolegomis;• greitai priimti sprendimus ir laikytis tvarkaraščio;• formuoti vagonų grupes;• stebėti aplinką, kad būtų užtikrinta saugi ir sklandi geležinkelio teritorijos veikla;• laikytis darbo saugos taisyklių."
831207,"Traukinių derintojas","Valdo traukinius, teikiančius keleivių arba krovinių vežimo paslaugas. Atsako už saugų lokomotyvo valdymą, visų atitinkamų saugos, veiklos ir ryšių taisyklių laikymąsi ir yra visapusiškai atsakingas už keleivių ir krovinių saugą.","• organizuoja traukinių eismą ir užtikrina jų saugumą;• užtikrina, kad traukiniai laiku atvyktų į stotį ir išvyktų iš jos, stebėti, kad traukiniai laikytųsi numatytų maršrutų;• derina traukinių eismą su kitų transporto priemonių eismu;• stebi ir koordinuoja traukinių vagonų, krovinių ir keleivių judėjimą, kiekvieną kartą surinkdamas informaciją apie vagonus, jų svorius ir kitus techninius parametrus;• prižūri ir valdo techninius įrenginius, tokius kaip signalizacijos sistemos ir blokavimo prietaisai;• rengia, saugo ir tvarko visą traukinių eismo informaciją. ","• žinoti transporto priemonių eismo taisykles ir saugumo reikalavimus;• priimti sprendimus avarinėse situacijose;• analizuoti ir naudoti informaciją iš skirtingų šaltinių, tokių kaip radijo ryšys, kompiuterinės sistemos ir kt.;• bendradarbiauti su traukinių mašinistais, stoties darbuotojais ir kitais specialistais;• laikytis darbo saugos taisyklių."
831208,Ratstabdininkas,"Atsako už prekinių traukinių saugumą kelionės metu ir saugiai ratstabdžiais stabdo vagonus, formuoja traukinių sąstatus geležinkelio depuose, formuoja traukinių vagonėlių sąstatus akmens skaldyklose ar karjeruose ir kontroliuoja jų judėjimą.","• suformuoja ir išformuoja traukinių sąstatus krovinių gabenimo stotyse ir įtvirtina traukinius bei vagonus;• surenka ratstabdžius ir paruošia juos naudoti stabdymo pozicijose;• bendrauja su lokomotyvų mašinistais ir kitais darbuotojais, kad užtikrintų sklandų ir saugų geležinkelio eismą;• valdo signalus, perjungia riedmenis ir stebi geležinkelio eismą, kad būtų išvengta avarijų ir susidūrimų;• reaguoja į bet kokius incidentus arba nelaimingus atsitikimus, galinčius kilti kelionės metu, ir siūlo sprendimų problemoms spręsti;• paruošia geležinkelio riedmenis sukabinti, juos prikabina ir atkabina;• atitveria ir įtvirtina keliuose stovinčius riedmenis rankiniais stabdžiais bei ratstabdžiais. ","• įtvirtinti traukinius ir vagonus;• dirbti pagal tvarkaraštį;• bendrauti su darbuotojais ir kitais susijusiais asmenimis;• reaguoti į stresą ir spręsti neatidėliotinas situacijas;• laikytis darbo saugos taisyklių;• dirbti su technine įranga ir priimti techninius sprendimus."
831209,"Traukinių eismo tvarkdarys","Užtikrina saugų ir veiksmingą traukinių paslaugų teikimą. Patikrina šviesoforo signalus ir nedelsdamas susisiekia su traukinių mašinistais ir konduktoriais, kad praneštų, jog traukinys gali išvykti.","• stebi traukinių judėjimą ir kontroliuoja geležinkelio eismą, atlikdamas reikiamus signalų perjungimus ir koordinuodamas traukinių judėjimo maršrutus;• informuoja keleivius apie traukinių tvarkaraščius, vėlavimą ir kitus aktualius reikalavimus, susijusius su traukinių kelionėmis;• informuoja vadovaujančius asmenis apie pastebėtus veikos nesklandumus, gedimus, defektus, avarines ir eismo saugumui pavojingas situacijas;• bendrauja su kitais geležinkelio operatoriais, pvz., traukinių mašinistais, signalininkais, informacijos skyriumi ir kt.;• pildo dokumentų įrašus, susijusius su traukinių eismu ir jo planavimu. ","• greitai ir efektyviai reaguoti į skubius ir nenumatytus įvykius;• analizuoti informaciją;• gebėti įvertinti ir kontroliuoti pavojingas situacijas;• laikytis taisyklių ir procedūrų;• naudoti kompiuterines technologijas ir elektronines informacines sistemas."
831290,"Kiti geležinkelio ratstabdininkai, signalizuotojai ir iešmininkai","Kiti geležinkelio ratstabdininkai, signalizuotojai ir iešmininkai, kurie neišvardyti 8312 pogrupyje „Geležinkelio ratstabdininkai, signalizuotojai ir iešmininkai“ ir kurie užtikrina prekinių traukinių saugumą kelionės metu, kontroliuoja geležinkelių eismą valdydami signalus, perjungia riedmenis, formuoja traukinių sąstatus geležinkelio depuose.","• stebi keleivinius ir prekinius traukinius ir užtikrina jų eismo saugumą; • kontroliuoja geležinkelių eismą nustatytoje kelio atkarpoje; • perjungia riedmenis ir sukabina geležinkelio depuose ir atsarginiuose keliuose, atsižvelgdami į gaunamus nurodymus;• formuoja vagonėlių sąstatą akmens skaldykloje ar karjere;• informuoja vadovaujančius asmenis apie pastebėtus veikos nesklandumus, gedimus, defektus, avarines ir eismo saugumui pavojingas situacijas;• patikrina traukinių sistemas ir įrangą, pvz., oro kondicionavimo ir šildymo sistemas, stabdžius ir stabdžių žarneles prieš traukinio išvykimą. ","• greitai ir efektyviai reaguoti į skubius ir nenumatytus įvykius;• analizuoti informaciją;• fiksuoti sudėtingas situacijas ir priimti sprendimus;• laikytis taisyklių ir procedūrų;• naudoti kompiuterines technologijas ir elektronines informacines sistemas."
832101,"Išvežiotojas motociklu","Pristato ar surenka reikalingas siuntas ir dokumentus. Atsako už saugų siuntų pristatymą į reikiamą vietą, taip pat gali būti atsakingas už sutarčių su klientais sudarymą.","• pristato siuntas ir dokumentus motociklu į įvairias vietas pagal ant siuntos nurodytą adresą;• planuoja maršrutą ir pildo kelionių registrą, užtikrina, kad siuntų pristatymai būtų atlikti laiku ir saugiai;• paima siuntas iš klientų ir pristato jas nurodytu adresu ar į siuntų surinkimo punktą;• atrenka ir surūšiuoja priimtas siuntas pagal įmonės tvarką;• vairuoja motociklą ir jį prižiūri bei atlieka nesudėtingą remontą;• laikosi saugaus eismo ir darbo saugos taisyklių ir reikalavimų. ","• surinkti ar pristatyti siuntas;• tvarkyti ir rūšiuoti siuntas;• sugebėti lengvai surasti reikiamą adresą;• vairuoti motociklą ir jį prižiūrėti, taip pat prižiūrėti kitas darbo priemones;• bendrauti su klientais;• laikytis saugaus eismo taisyklių ir darbo saugos taisyklių."
832190,"Kiti motociklų vairuotojai","Kiti motociklų vairuotojai, kurie neišvardyti 8321 pogrupyje „Motociklų vairuotojai“ ir kurie vairuoja ir prižiūri motociklus ir variklinius triračius, pritaikytus medžiagoms, prekėms ir keleiviams vežti.","• vairuoja motociklą ir variklinius triračius, pritaikytus medžiagoms, prekėms ir keleiviams vežti;• prižiūri naudojamą techniką, prireikus atlieka nesudėtingą remontą, tokį kaip padangų, tepalų ar kt. keitimas;• atrenka ir surūšiuoja priimtas siuntas pagal įmonės tvarką;• pristato siuntas ir dokumentus motociklu į įvairias vietas pagal ant siuntos nurodytą adresą;• paima siuntas iš klientų ir pristato jas nurodytu adresu ar į siuntų surinkimo punktą;• laikosi saugaus eismo taisyklių ir darbo saugos taisyklių ir reikalavimų. ","• sugebėti lengvai susirasti reikiamą adresą;• vairuoti motociklą ir jį prižiūrėti, taip pat prižiūrėti kitas darbo priemones;• tvarkingai ir saugiai pristatyti siuntas;• rūšiuoti siuntas;• bendrauti su klientais;• laikytis saugaus eismo taisyklių ir darbo saugos taisyklių."
